neo_name,close_approach_date,velocity,lunar_distance
(2020 BD11),1977-02-07,49553.7830589557,70.5071717744
(2020 BD11),1978-02-12,30035.7894098669,37.0553292851
(2020 BD11),1979-01-22,24338.5432534319,79.6703959073
(2020 BD11),1979-03-30,23731.3293060644,86.6472546428
(2020 BD11),1979-12-28,28842.4725773427,109.803870629
(2020 BD11),1980-05-05,35477.7786208134,106.6480044605
(2020 BD11),1980-12-08,30750.7280290598,123.7001947677
(2020 BD11),1981-06-02,38244.6141600568,109.9842708961
(2020 BD11),1981-11-20,30267.0860993144,124.8626952047
(2020 BD11),1982-07-01,34915.6467704041,101.1986631839
(2020 BD11),1982-10-30,27219.7828074362,112.8179935221
(2020 BD11),1983-08-07,24945.3962517307,77.0054098891
(2020 BD11),1983-09-27,19256.8013091315,82.0678771285
(2020 BD11),1984-09-10,32027.8629797437,43.1392389874
(2020 BD11),1985-09-19,51075.8262556391,80.4447231249
(2020 BD11),1986-07-05,41259.6271164604,55.4483455649
(2020 BD11),1986-09-27,70153.95743122,142.9201497371
(2020 BD11),1989-08-07,28424.9784357226,30.0266751996
(2020 BD11),1992-09-11,20622.0756308176,16.8884172227
(2020 BD11),1995-10-11,20053.1889781815,15.9368484958
(2020 BD11),1998-10-31,26405.9145512403,26.4626731486
(2020 BD11),2001-11-22,38300.5270780002,49.3683227506
(2020 BD11),2017-01-30,72620.708817793,147.6869043502
(2020 BD11),2018-02-04,58008.0558134538,98.7845875339
(2020 BD11),2019-02-09,43441.1393414,54.1519254983
(2020 BD11),2020-02-12,29647.3289621423,37.3146200359
(2020 BD11),2021-01-29,23001.0002511855,67.1081291412
(2020 BD11),2022-01-08,26646.6745700213,94.1464632007
(2020 BD11),2022-04-18,30498.0126318,98.5055839358
(2020 BD11),2022-12-23,29223.0421582028,110.9598142765
(2020 BD11),2023-05-11,36305.0040345973,108.1840027418
(2020 BD11),2023-12-09,30339.1599426695,119.8845529346
(2020 BD11),2024-05-30,38227.8192432725,110.4062151116
(2020 BD11),2024-11-25,30185.8381739836,121.8444589478
(2020 BD11),2025-06-20,36871.2852337724,106.3854482492
(2020 BD11),2025-11-10,28714.4373738442,116.8504997821
(2020 BD11),2026-07-12,32263.4963590147,95.703621137
(2020 BD11),2026-10-25,25576.2018731296,103.8702181673
(2020 BD11),2027-08-10,24069.2506898006,75.552006344
(2020 BD11),2027-09-27,19190.7152834765,79.3463086874
(2020 BD11),2028-09-09,27497.500290287,46.4435964532
(2020 BD11),2029-09-16,41330.5452377255,55.203988952
(2020 BD11),2030-09-22,55353.846325194,95.2068495428
(2020 BD11),2031-09-28,69601.37656851,142.0207256044
(2020 BD11),2032-10-03,83838.8683575616,190.2258404826
(2020 BD11),2046-12-06,32571.3433581536,32.5904469577
(2020 BD11),2049-12-28,23944.1633681066,14.6550208695
(2020 BD11),2053-01-25,23726.019752533,14.2534794706
(2020 BD11),2056-02-28,32504.3602566455,32.4539405559
(2020 BD11),2061-01-29,78412.1764536727,166.4233494745
(2020 BD11),2062-02-05,58566.6714226309,99.7632208969
(2020 BD11),2063-02-12,38616.5174077534,42.6550493259
(2020 BD11),2064-02-07,22822.7430378947,59.3502246913
(2020 BD11),2065-01-08,27198.3807383487,98.568120665
(2020 BD11),2065-04-22,31840.6797533628,100.2114780449
(2020 BD11),2065-12-18,30202.6946471992,119.1140775561
(2020 BD11),2066-05-22,37866.1756685962,109.9021392644
(2020 BD11),2066-11-29,30762.9786604438,125.8450722648
(2020 BD11),2067-06-19,37220.5332692078,106.6699124737
(2020 BD11),2067-11-10,29070.0081821833,119.7886875023
(2020 BD11),2068-07-20,30255.0506616902,90.3820481941
(2020 BD11),2068-10-16,24010.4933243725,98.5760731087
(2020 BD11),2069-09-06,24200.3928947117,52.9332093876
(2020 BD11),2070-09-17,43257.5699477018,58.937411784
(2020 BD11),2071-09-25,62779.6655576204,118.0273125016
(2020 BD11),2072-10-02,82293.9857605894,183.996449176
(2020 BD11),2096-01-29,80394.528449938,173.0298588539
(2020 BD11),2097-02-04,60490.9033832228,106.0625824115
(2020 BD11),2098-02-11,40714.336757277,47.1545009163
(2020 BD11),2099-02-10,23546.2099282754,53.3877099856
(2020 BD11),2100-01-12,26548.2030650269,94.4538288666
(2020 BD11),2100-04-18,30299.8305832276,97.5520523149
(2020 BD11),2100-04-28,40952.8103915351,54.578469172
(2020 BD11),2100-12-22,29847.8651595555,116.3987277468
(2020 BD11),2101-05-18,37401.582403994,109.2603062637
(2020 BD11),2101-12-04,30777.4460725519,125.051071839
(2020 BD11),2102-06-14,37831.2673893667,108.3641860636
(2020 BD11),2102-11-16,29621.3580803469,121.7750984584
(2020 BD11),2103-06-01,29438.1588487275,31.6018676038
(2020 BD11),2103-07-13,32556.4707529739,95.9740333589
(2020 BD11),2103-10-26,25759.262836563,105.1359823109
(2020 BD11),2104-08-23,21511.6036095751,67.3367973841
(2020 BD11),2105-09-14,35702.417838611,45.3479611873
(2020 BD11),2106-07-04,22480.5017230854,19.3157538049
(2020 BD11),2106-09-23,53515.8318949067,88.9019206602
(2020 BD11),2107-09-30,70681.4614008126,145.0972060922
(2020 BD11),2109-08-03,20603.1728798032,16.2982976486
(2020 BD11),2112-08-25,25456.7366637481,24.4597116818
(2020 BD11),2115-09-16,36342.8903812655,45.2550960342
(2020 BD11),2140-02-01,73268.1870586214,150.2387307352
(2020 BD11),2141-02-06,58733.2923372583,101.6262426868
(2020 BD11),2142-02-11,44241.1796685938,56.9358905897
(2020 BD11),2143-02-14,30313.8607671107,37.5309653812
(2020 BD11),2144-02-02,22911.8288272561,65.7317894136
(2020 BD11),2145-01-11,26414.4835685132,93.120732713
(2020 BD11),2145-04-18,30058.6665577504,97.4828733718
(2020 BD11),2145-12-26,29057.467129126,110.2524865517
(2020 BD11),2146-05-11,36116.23298171,107.6549394018
(2020 BD11),2146-12-12,30295.5565553584,119.4492076691
(2020 BD11),2147-06-01,38240.9443003003,110.3392459608
(2020 BD11),2147-11-28,30280.8428788362,121.701232182
(2020 BD11),2148-06-20,37092.8565024595,106.8669141327
(2020 BD11),2148-11-13,28976.9622504608,117.1198181749
(2020 BD11),2149-07-12,32697.6695895693,96.787876169
(2020 BD11),2149-10-28,26015.7094758545,104.6266070389
(2020 BD11),2150-08-10,24553.8314154831,77.4033361554
(2020 BD11),2150-10-02,19982.0510614058,81.0053595332
(2020 BD11),2151-09-12,26853.0013080276,47.6538553149
(2020 BD11),2152-09-18,40733.4239760467,54.3493394584
(2020 BD11),2153-09-24,55065.465809617,94.2520304875
(2020 BD11),2154-09-30,69351.6624915827,141.3762606686
(2020 BD11),2155-10-06,83939.4227665267,190.5334421548
(2020 BD11),2157-09-05,41319.0965640978,51.8727173153
(2020 BD11),2160-09-28,30335.9170022546,27.8821527817
(2020 BD11),2163-10-22,23522.6763507451,13.7901568972
(2020 BD11),2166-11-20,25118.1952456366,16.8698884914
(2020 BD11),2169-12-22,34048.0201946951,35.7558225424
(2020 BD11),2182-02-04,68239.7787432542,132.2485302183
(2020 BD11),2183-02-11,48043.3073475503,67.0612279169
(2020 BD11),2184-02-16,28432.8515659715,40.5613017165
(2020 BD11),2185-01-21,24802.0023286538,84.006185745
(2020 BD11),2185-04-06,25950.0818282572,89.4818895127
(2020 BD11),2185-12-29,29233.6720381054,112.0705872829
(2020 BD11),2186-05-11,36244.9821088296,107.2321934573
(2020 BD11),2186-12-10,30915.8192589247,124.4143570669
(2020 BD11),2187-06-09,38297.544693511,109.4425035163
(2020 BD11),2187-11-21,30154.0440750407,123.8502107116
(2020 BD11),2188-07-07,34099.1656057968,99.3472610963
(2020 BD11),2188-10-30,26776.7424031807,109.598148757
(2020 BD11),2189-08-17,22750.6298331605,72.0341479009
(2020 BD11),2190-09-15,35241.8219511151,45.1285814475
(2020 BD11),2191-09-24,54924.7744193774,92.6676491642
(2020 BD11),2192-10-01,74613.5106909829,157.9873718114
